id,hadith,hukm,rawi,source,page,takhrij,categories
1125,- رَأَيْتُ في رُؤْيَايَ أنِّي هَزَزْتُ سَيْفًا فَانْقَطَعَ صَدْرُهُ، فَإِذَا هو ما أُصِيبَ مِنَ المُؤْمِنِينَ يَومَ أُحُدٍ، ثُمَّ هَزَزْتُهُ أُخْرَى فَعَادَ أحْسَنَ ما كَانَ، فَإِذَا هو ما جَاءَ به اللَّهُ مِنَ الفَتْحِ واجْتِمَاعِ المُؤْمِنِينَ، ورَأَيْتُ فِيهَا بَقَرًا، واللَّهُ خَيْرٌ، فَإِذَا هُمُ المُؤْمِنُونَ يَومَ أُحُدٍ.,[صحيح],أبو موسى الأشعري,صحيح البخاري,4081,أخرجه البخاري (4081)، ومسلم (2272),جهاد - ما جاء في السيف|رؤيا - البقر في المنام|رؤيا - السيف في المنام|رؤيا - رؤيا النبي صلى الله عليه وسلم|رؤيا - رؤيا الأنبياء وتحقق رؤاهم
1126,- رَأَيْتُ في المَنامِ أنِّي أُهاجِرُ مِن مَكَّةَ إلى أرْضٍ بها نَخْلٌ، فَذَهَبَ وهَلِي إلى أنَّها اليَمامَةُ أوْ هَجَرٌ، فإذا هي المَدِينَةُ يَثْرِبُ، ورَأَيْتُ فيها بَقَرًا، واللَّهِ خَيْرٌ، فإذا هُمُ المُؤْمِنُونَ يَومَ أُحُدٍ، وإذا الخَيْرُ ما جاءَ اللَّهُ مِنَ الخَيْرِ، وثَوابِ الصِّدْقِ الذي آتانا اللَّهُ به بَعْدَ يَومِ بَدْرٍ.,[صحيح],أبو موسى الأشعري,صحيح البخاري,7035,أخرجه مسلم (2272) باختلاف يسير,رؤيا - البقر في المنام|رؤيا - رؤيا النبي صلى الله عليه وسلم|مغازي - غزوة أحد|مغازي - غزوة بدر|مغازي - هجرة النبي إلى المدينة
1127,- رَأَيْتُ في رُؤْيايَ أنِّي هَزَزْتُ سَيْفًا فانْقَطَعَ صَدْرُهُ، فإذا هو ما أُصِيبَ مِنَ المُؤْمِنِينَ يَومَ أُحُدٍ، ثُمَّ هَزَزْتُهُ أُخْرَى، فَعادَ أحْسَنَ ما كانَ، فإذا هو ما جاءَ اللَّهُ به مِنَ الفَتْحِ، واجْتِماعِ المُؤْمِنِينَ.,[صحيح],أبو موسى الأشعري,صحيح البخاري,7041,أخرجه البخاري (7041)، ومسلم (2272),رؤيا - السيف في المنام|رؤيا - المبشرات|رؤيا - رؤيا النبي صلى الله عليه وسلم|مغازي - غزوة أحد|رؤيا - رؤيا الأنبياء وتحقق رؤاهم
1128,-  رأيتُ في المنامِ أني أُهاجِرُ مِنْ مَكَّةَ إلى أرضٍ بها نخلٌ ، فذهب وهَلِي إلى أنها اليمامَةُ أوْ هَجَرُ ، فإذا هي المدينةُ يثرِبٌ ، ورأيتُ في رؤْيايَ هذِهِ أنِّي هزَزْتُ سيفًا ، فانقطع صدَرَهُ ، فإذا هو ما أُصيبَ مِنَ المؤمنينَ يومَ أُحُدٍ ، ثُمَّ هزَزْتُهُ أخرى ، فعاد أحسنَ ما كان ، فإذا هو ما جاء اللهُ بِهِ من الفتحِ واجتماعِ المؤمنينَ ، ورأيتُ فيها بَقَرًا ، واللهِ خيرٌ ، فإذا هم النفرُ مِنَ المؤمنينَ يومَ أُحُدٍ ، وإذا الخيرُ ما جاءَ اللهُ بِهِ مِنَ الخيْرِ بعدُ ، وثوابُ الصدقِ الذي آتانا اللهُ بعدَ يومِ بدرٍ,صحيح,أبو موسى الأشعري,صحيح الجامع,3472,أخرجه مسلم (2272) واللفظ له، وأخرجه البخاري (3622) باختلاف يسير,رؤيا - البقر في المنام|رؤيا - السيف في المنام|رؤيا - رؤيا النبي صلى الله عليه وسلم|مغازي - غزوة أحد|مغازي - هجرة النبي إلى المدينة
1129,-  رأيتُ في المنامِ أنِّي أُهاجِرُ من مكَّةَ إلى أرضٍ بها نخلٌ فذهبَ وَهَلي إلى أنَّها يَمامةُ أو هَجَرُ فإذا هيَ المدينةُ يثرِبُ ورأيتُ في رؤيايَ هذهِ أنِّي هزَزتُ سيفًا فانقَطع صدرُه فإذا هوَ ما أُصيبَ مِن المؤمنين يومَ أُحُدٍ ثمَّ هززتُه فعادَ أحسنَ ما كان فإذا هوَ ما جاء اللهُ بهِ من الفَتحِ واجتِماعِ المؤمِنينَ ورأيتُ فيها أيضًا بقَرًا واللهُ خيرٌ فإذا هُم النَّفَرُ من المؤمنينَ يومَ أُحُدٍ وإذا الخيرُ ما جاءَ اللهُ بهِ من الخيرِ بعدُ وثوابِ الصدقِ الَّذي آتانا اللهُ بهِ يومَ بدرٍ,صحيح,أبو موسى الأشعري,صحيح ابن ماجه,3182,أخرجه ابن ماجه (3921) واللفظ له، وأخرجه البخاري (3622)، ومسلم (2272) باختلاف يسير,رؤيا - البقر في المنام|رؤيا - السيف في المنام|رؤيا - رؤيا النبي صلى الله عليه وسلم|مغازي - غزوة أحد|مغازي - هجرة النبي إلى المدينة
1130,- رأَيْتُ في المنامِ أنِّي أُهاجِرُ مِن مكَّةَ إلى أرضِ نخلٍ فذهَب وَهْلي أنَّها اليَمَامةُ أو هَجَرُ فإذا هي المدينةُ يَثرِبُ ورأَيْتُ في رؤياي هذه أنِّي هزَزْتُ سيفًا فانقطَع فإذا هو ما أُصيبَ مِن المُؤمِنينَ يومَ أُحُدٍ ثمَّ هزَزْتُ أخرى فعاد أحسَنَ ما كان فإذا هو ما جدَّد اللهُ مِن المَغنَمِ واجتماعِ المُؤمِنينَ,أخرجه في صحيحه,أبو موسى الأشعري,صحيح ابن حبان,6275,أخرجه البخاري (3622)، ومسلم (2272) باختلاف يسير,رؤيا - السيف في المنام|رؤيا - تأويل الرؤيا|رؤيا - رؤيا النبي صلى الله عليه وسلم|مغازي - غزوة أحد|جهاد - الهجرة من دار العدو إلى دار الإسلام
1131,- رأَيْتُ في المنامِ أنِّي أُهاجِرُ مِن مكَّةَ إلى أرضٍ بها نخلٌ فذهَب وَهْلي إلى أنَّها اليَمَامةُ وهَجَرُ فإذا هي المدينةُ يَثرِبُ ورأَيْتُ في رؤياي هذه أنِّي هزَزْتُ سيفًا فانقطَع فإذا هو ما أُصيبَ مِن المُؤمِنينَ يومَ أُحُدٍ وهزَزْتُه مرَّةً أخرى فعاد أحسَنَ ما كان فإذا هو ما جاء اللهُ به مِن الفتحِ واجتماعِ المُؤمِنينَ,أخرجه في صحيحه,أبو موسى الأشعري,صحيح ابن حبان,6276,أخرجه البخاري (3622)، ومسلم (2272) باختلاف يسير,رؤيا - السيف في المنام|رؤيا - تأويل الرؤيا|رؤيا - رؤيا النبي صلى الله عليه وسلم|مغازي - غزوة أحد|جهاد - الهجرة من دار العدو إلى دار الإسلام
1132,-  الخيلُ لثلاثةٍ : هِيَ لرُجلٍ أجرٌ ، ولرُجلٍ سِتْرٌ ، وعلى رجلٍ وِزرٌ ، فأمّا الّذي هِيَ لهُ أجرٌ ، فرجُلٌ ربَطَها في سبيلِ اللهِ ، فأطالَ لها في مَرْجٍ أوْ روْضةٍ ، فلَمَّا أصابَتْ في طِيَلِها من المرْجِ والرَّوضةِ كانتْ لهُ حسناتٍ ، ولوْ أنَّها قَطَعَتْ طِيَلَها فَاسْتَنَّتْ شَرَفًا أوْ شَرَفَيْنِ كانتْ آثارُها وأرْواثُها حسناتٍ لهُ ، ولوْ أنَّها مرَّتْ بنهْرٍ فشرِبَتْ ولمْ يُرِدْ أنْ يَسقِيَها كان ذلكَ لهُ حسناتٍ ، ورجلٌ ربَطَها تغَنِّيًا ، وسِتْرًا ، وتعَفُّفًا ، ثُمَّ لمْ ينْسَ حقَّ اللهِ في رِقابِها وظُهورِها فهِيَ لهُ سِترٌ ، ورجلٌ ربطَها فخْرًا  ورِياءً ونِواءً لأهلِ الإسلامِ ، فهِيَ لهُ وِزرٌ,صحيح,أبو هريرة,صحيح الجامع,3352,أخرجه البخاري (2371 )، ومسلم (987) بنحوه,جهاد - ارتباط الخيل في سبيل الله|رقائق وزهد - الرياء والسمعة|رقائق وزهد - مضاعفة الحسنات|زكاة - زكاة الخيل والرقيق|إحسان - الحسنات والسيئات
1133,"-  الخَيْلُ لِرَجُلٍ أَجْرٌ، وَلِرَجُلٍ سِتْرٌ، وعلَى رَجُلٍ وِزْرٌ؛ فأمَّا الَّذي له أَجْرٌ: فَرَجُلٌ رَبَطَهَا في سَبيلِ اللَّهِ، فأطَالَ بهَا في مَرْجٍ أَوْ رَوْضَةٍ، فَما أَصَابَتْ في طِيَلِهَا ذلكَ مِنَ المَرْجِ أَوِ الرَّوْضَةِ، كَانَتْ له حَسَنَاتٍ، ولو أنَّهُ انْقَطَعَ طِيَلُهَا، فَاسْتَنَّتْ شَرَفًا أَوْ شَرَفَيْنِ، كَانَتْ آثَارُهَا وَأَرْوَاثُهَا حَسَنَاتٍ له، ولو أنَّهَا مَرَّتْ بنَهَرٍ، فَشَرِبَتْ منه وَلَمْ يُرِدْ أَنْ يَسْقِيَ، كانَ ذلكَ حَسَنَاتٍ له، فَهي لِذلكَ أَجْرٌ. وَرَجُلٌ رَبَطَهَا تَغَنِّيًا وَتَعَفُّفًا، ثُمَّ لَمْ يَنْسَ حَقَّ اللَّهِ في رِقَابِهَا وَلَا ظُهُورِهَا؛ فَهي لِذلكَ سِتْرٌ. وَرَجُلٌ رَبَطَهَا فَخْرًا وَرِيَاءً وَنِوَاءً لأهْلِ الإسْلَامِ، فَهي علَى ذلكَ وِزْرٌ.
وَسُئِلَ رَسُولُ اللَّهِ صلَّى اللهُ عليه وسلَّمَ عَنِ الحُمُرِ، فَقالَ: ما أُنْزِلَ عَلَيَّ فِيهَا شَيءٌ إِلَّا هذِه الآيَةُ الجَامِعَةُ الفَاذَّةُ: {فَمَنْ يَعْمَلْ مِثْقَالَ ذَرَّةٍ خَيْرًا يَرَهُ * وَمَنْ يَعْمَلْ مِثْقَالَ ذَرَّةٍ شَرًّا يَرَهُ} [الزلزلة: 7، 8].",[صحيح],أبو هريرة,صحيح البخاري,2371,أخرجه البخاري (2371 )، ومسلم (987) بنحوه,تفسير آيات - سورة الزلزلة|جهاد - ارتباط الخيل في سبيل الله|رقائق وزهد - الرياء والسمعة|زكاة - زكاة الخيل والرقيق|إحسان - الحسنات والسيئات
1134,"- أنَّ رَسولَ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ قالَ: الخَيْلُ لِثَلاثَةٍ: لِرَجُلٍ أجْرٌ، ولِرَجُلٍ سِتْرٌ، وعلَى رَجُلٍ وِزْرٌ، فأمَّا الذي له أجْرٌ: فَرَجُلٌ رَبَطَها في سَبيلِ اللَّهِ، فأطالَ في مَرْجٍ أوْ رَوْضَةٍ، فَما أصابَتْ في طِيَلِها ذلكَ مِنَ المَرْجِ أوِ الرَّوْضَةِ كانَتْ له حَسَناتٍ، ولو أنَّها قَطَعَتْ طِيَلَها فاسْتَنَّتْ شَرَفًا أوْ شَرَفَيْنِ كانَتْ أرْواثُها وآثارُها حَسَناتٍ له، ولو أنَّها مَرَّتْ بنَهَرٍ، فَشَرِبَتْ منه ولَمْ يُرِدْ أنْ يَسْقِيَها كانَ ذلكَ حَسَناتٍ له، ورَجُلٌ رَبَطَها فَخْرًا ورِئاءً، ونِواءً لأهْلِ الإسْلامِ فَهي وِزْرٌ علَى ذلكَ
وَسُئِلَ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ عَنِ الحُمُرِ، فقالَ: ما أُنْزِلَ عَلَيَّ فيها إلَّا هذِه الآيَةُ الجامِعَةُ الفاذَّةُ: {فمَن يَعْمَلْ مِثْقالَ ذَرَّةٍ خَيْرًا يَرَهُ، ومَن يَعْمَلْ مِثْقالَ ذَرَّةٍ شَرًّا يَرَهُ} [الزلزلة: 8].",[صحيح],أبو هريرة,صحيح البخاري,2860,أخرجه مسلم (987) مطولاً باختلاف يسير,تفسير آيات - سورة الزلزلة|جهاد - الترغيب في الجهاد|جهاد - ارتباط الخيل في سبيل الله|خيل - فضل الخيل|رقائق وزهد - الرياء والسمعة
